property_id,check_in_date,room_category,successful_bookings,capacity,remaining_rooms
18563,2022-05-23,RT3,11,23,12
16558,2022-05-23,RT4,2,3,1
16560,2022-05-23,RT4,4,7,3
19561,2022-05-23,RT4,4,7,3
18561,2022-05-23,RT4,5,9,4
16561,2022-05-23,RT4,6,10,4
17560,2022-05-23,RT4,7,13,6
19559,2022-05-23,RT4,1,3,2
17564,2022-05-23,RT4,8,17,9
18560,2022-05-23,RT4,11,15,4
19560,2022-05-23,RT4,11,16,5
18559,2022-05-23,RT4,9,19,10
17563,2022-05-23,RT4,12,19,7
19562,2022-05-23,RT4,9,14,5
17559,2022-05-23,RT4,9,14,5
18558,2022-05-23,RT4,10,20,10
18562,2022-05-23,RT4,11,20,9
18563,2022-05-23,RT4,9,18,9
16563,2022-05-23,RT4,12,18,6
16559,2022-05-23,RT4,9,18,9
16562,2022-05-23,RT4,3,6,3
17558,2022-05-23,RT4,3,6,3
17562,2022-05-23,RT4,3,6,3
19563,2022-05-23,RT4,3,6,3
19558,2022-05-23,RT4,3,7,4
17561,2022-05-23,RT4,3,4,1
19563,2022-05-24,RT3,14,29,15
18560,2022-05-24,RT1,17,30,13
19562,2022-05-24,RT1,17,30,13
19563,2022-05-24,RT1,14,30,16
17558,2022-05-24,RT1,9,19,10
16558,2022-05-24,RT1,11,19,8
17560,2022-05-24,RT1,20,40,20
19558,2022-05-24,RT1,16,40,24
19560,2022-05-24,RT1,18,26,8
17561,2022-05-24,RT1,15,26,11
16560,2022-05-24,RT1,14,34,20
16561,2022-05-24,RT1,10,18,8
16562,2022-05-24,RT1,17,31,14
16563,2022-05-24,RT1,28,41,13
17559,2022-05-24,RT1,17,32,15
17562,2022-05-24,RT1,8,20,12
17563,2022-05-24,RT1,15,25,10
18558,2022-05-24,RT1,8,15,7
18559,2022-05-24,RT1,17,42,25
18561,2022-05-24,RT1,18,33,15
18562,2022-05-24,RT1,23,38,15
18563,2022-05-24,RT1,13,27,14
19559,2022-05-24,RT1,11,24,13
19561,2022-05-24,RT1,18,36,18
17564,2022-05-24,RT1,7,16,9
19562,2022-05-24,RT2,13,23,10
18563,2022-05-24,RT2,17,29,12
17561,2022-05-24,RT2,23,36,13
17558,2022-05-24,RT2,24,50,26
16562,2022-05-24,RT2,23,43,20
16561,2022-05-24,RT2,15,24,9
16558,2022-05-24,RT2,14,22,8
19560,2022-05-24,RT2,25,38,13
16563,2022-05-24,RT2,23,38,15
16559,2022-05-24,RT2,23,41,18
19559,2022-05-24,RT2,20,41,21
19558,2022-05-24,RT2,17,39,22
17559,2022-05-24,RT2,21,39,18
16560,2022-05-24,RT2,19,34,15
18562,2022-05-24,RT2,20,34,14
18559,2022-05-24,RT2,18,44,26
17563,2022-05-24,RT2,31,44,13
17562,2022-05-24,RT2,13,30,17
18558,2022-05-24,RT2,16,30,14
17564,2022-05-24,RT2,18,40,22
18561,2022-05-24,RT2,28,40,12
18560,2022-05-24,RT2,23,40,17
17560,2022-05-24,RT2,26,45,19
19561,2022-05-24,RT2,20,45,25
19563,2022-05-24,RT2,25,45,20
16559,2022-05-24,RT1,21,30,9
19562,2022-05-24,RT3,17,29,12
19561,2022-05-24,RT3,17,29,12
18562,2022-05-24,RT3,17,29,12
17558,2022-05-24,RT3,15,27,12
17562,2022-05-24,RT3,12,27,15
19559,2022-05-24,RT3,14,27,13
16559,2022-05-24,RT3,18,32,14
16558,2022-05-24,RT3,5,8,3
18560,2022-05-24,RT3,15,24,9
19558,2022-05-24,RT3,8,21,13
16561,2022-05-24,RT3,13,21,8
19560,2022-05-24,RT3,13,19,6
17561,2022-05-24,RT3,14,19,5
18561,2022-05-24,RT3,14,25,11
16562,2022-05-24,RT3,9,18,9
17563,2022-05-24,RT3,9,16,7
17564,2022-05-24,RT3,9,24,15
17559,2022-05-24,RT3,10,16,6
18559,2022-05-24,RT3,10,23,13
16563,2022-05-24,RT3,12,20,8
17560,2022-05-24,RT3,12,25,13
18558,2022-05-24,RT3,12,26,14
16560,2022-05-24,RT3,11,20,9
18563,2022-05-24,RT3,11,23,12
16558,2022-05-24,RT4,2,3,1
16562,2022-05-24,RT4,4,6,2
17558,2022-05-24,RT4,4,6,2
16560,2022-05-24,RT4,4,7,3
18561,2022-05-24,RT4,4,9,5
17560,2022-05-24,RT4,5,13,8
16561,2022-05-24,RT4,6,10,4
19559,2022-05-24,RT4,1,3,2
17564,2022-05-24,RT4,7,17,10
18560,2022-05-24,RT4,12,15,3
19560,2022-05-24,RT4,10,16,6
18559,2022-05-24,RT4,9,19,10
17563,2022-05-24,RT4,13,19,6
19562,2022-05-24,RT4,9,14,5
17559,2022-05-24,RT4,8,14,6
18558,2022-05-24,RT4,10,20,10
18562,2022-05-24,RT4,14,20,6
18563,2022-05-24,RT4,10,18,8
16563,2022-05-24,RT4,11,18,7
16559,2022-05-24,RT4,13,18,5
17562,2022-05-24,RT4,3,6,3
19563,2022-05-24,RT4,3,6,3
19558,2022-05-24,RT4,3,7,4
19561,2022-05-24,RT4,3,7,4
17561,2022-05-24,RT4,3,4,1
16559,2022-05-25,RT1,20,30,10
18560,2022-05-25,RT1,18,30,12
19562,2022-05-25,RT1,19,30,11
19563,2022-05-25,RT1,18,30,12
17558,2022-05-25,RT1,11,19,8
16558,2022-05-25,RT1,13,19,6
17560,2022-05-25,RT1,19,40,21
19558,2022-05-25,RT1,18,40,22
19560,2022-05-25,RT1,18,26,8
17561,2022-05-25,RT1,15,26,11
16560,2022-05-25,RT1,20,34,14
16561,2022-05-25,RT1,12,18,6
16562,2022-05-25,RT1,16,31,15
16563,2022-05-25,RT1,25,41,16
17559,2022-05-25,RT1,22,32,10
17562,2022-05-25,RT1,9,20,11
17563,2022-05-25,RT1,16,25,9
18558,2022-05-25,RT1,8,15,7
18559,2022-05-25,RT1,17,42,25
18561,2022-05-25,RT1,20,33,13
18562,2022-05-25,RT1,25,38,13
18563,2022-05-25,RT1,14,27,13
19559,2022-05-25,RT1,13,24,11
19561,2022-05-25,RT1,18,36,18
17564,2022-05-25,RT1,6,16,10
19562,2022-05-25,RT2,14,23,9
18563,2022-05-25,RT2,14,29,15
17561,2022-05-25,RT2,19,36,17
17558,2022-05-25,RT2,25,50,25
16562,2022-05-25,RT2,22,43,21
16561,2022-05-25,RT2,15,24,9
16558,2022-05-25,RT2,13,22,9
19560,2022-05-25,RT2,23,38,15
16563,2022-05-25,RT2,21,38,17
16559,2022-05-25,RT2,26,41,15
19559,2022-05-25,RT2,20,41,21
19558,2022-05-25,RT2,17,39,22
17559,2022-05-25,RT2,25,39,14
16560,2022-05-25,RT2,16,34,18
18562,2022-05-25,RT2,22,34,12
18559,2022-05-25,RT2,19,44,25
17563,2022-05-25,RT2,30,44,14
17562,2022-05-25,RT2,11,30,19
18558,2022-05-25,RT2,14,30,16
17564,2022-05-25,RT2,17,40,23
18561,2022-05-25,RT2,22,40,18
18560,2022-05-25,RT2,25,40,15
17560,2022-05-25,RT2,24,45,21
19561,2022-05-25,RT2,24,45,21
19563,2022-05-25,RT2,23,45,22
19563,2022-05-25,RT3,15,29,14
19562,2022-05-25,RT3,18,29,11
19561,2022-05-25,RT3,14,29,15
18562,2022-05-25,RT3,18,29,11
17558,2022-05-25,RT3,13,27,14
17562,2022-05-25,RT3,10,27,17
19559,2022-05-25,RT3,14,27,13
16559,2022-05-25,RT3,19,32,13
16558,2022-05-25,RT3,5,8,3
18561,2022-05-25,RT3,18,25,7
16560,2022-05-25,RT3,8,20,12
18558,2022-05-25,RT3,13,26,13
18560,2022-05-25,RT3,13,24,11
17560,2022-05-25,RT3,14,25,11
16562,2022-05-25,RT3,9,18,9
17559,2022-05-25,RT3,10,16,6
17563,2022-05-25,RT3,10,16,6
19558,2022-05-25,RT3,10,21,11
16561,2022-05-25,RT3,12,21,9
16563,2022-05-25,RT3,12,20,8
17561,2022-05-25,RT3,12,19,7
18563,2022-05-25,RT3,12,23,11
19560,2022-05-25,RT3,12,19,7
17564,2022-05-25,RT3,12,24,12
18559,2022-05-25,RT3,11,23,12
19559,2022-05-25,RT4,2,3,1
16558,2022-05-25,RT4,2,3,1
16562,2022-05-25,RT4,4,6,2
19563,2022-05-25,RT4,4,6,2
16560,2022-05-25,RT4,4,7,3
19561,2022-05-25,RT4,4,7,3
17560,2022-05-25,RT4,5,13,8
18561,2022-05-25,RT4,5,9,4
16561,2022-05-25,RT4,7,10,3
17564,2022-05-25,RT4,8,17,9
18560,2022-05-25,RT4,10,15,5
19560,2022-05-25,RT4,9,16,7
18559,2022-05-25,RT4,8,19,11
17563,2022-05-25,RT4,13,19,6
19562,2022-05-25,RT4,9,14,5
17559,2022-05-25,RT4,9,14,5
18558,2022-05-25,RT4,9,20,11
18562,2022-05-25,RT4,13,20,7
18563,2022-05-25,RT4,9,18,9
16563,2022-05-25,RT4,11,18,7
16559,2022-05-25,RT4,10,18,8
17558,2022-05-25,RT4,3,6,3
17562,2022-05-25,RT4,3,6,3
19558,2022-05-25,RT4,3,7,4
17561,2022-05-25,RT4,3,4,1
16559,2022-05-26,RT1,21,30,9
18560,2022-05-26,RT1,19,30,11
19562,2022-05-26,RT1,16,30,14
19563,2022-05-26,RT1,15,30,15
17558,2022-05-26,RT1,9,19,10
16558,2022-05-26,RT1,12,19,7
17560,2022-05-26,RT1,21,40,19
19558,2022-05-26,RT1,15,40,25
19560,2022-05-26,RT1,14,26,12
17561,2022-05-26,RT1,16,26,10
16560,2022-05-26,RT1,18,34,16
16561,2022-05-26,RT1,12,18,6
16562,2022-05-26,RT1,15,31,16
16563,2022-05-26,RT1,22,41,19
17559,2022-05-26,RT1,21,32,11
17562,2022-05-26,RT1,9,20,11
17563,2022-05-26,RT1,15,25,10
18558,2022-05-26,RT1,8,15,7
18559,2022-05-26,RT1,15,42,27
18561,2022-05-26,RT1,21,33,12
18562,2022-05-26,RT1,22,38,16
18563,2022-05-26,RT1,13,27,14
19559,2022-05-26,RT1,11,24,13
19561,2022-05-26,RT1,16,36,20
17564,2022-05-26,RT1,8,16,8
19562,2022-05-26,RT2,15,23,8
18563,2022-05-26,RT2,15,29,14
17561,2022-05-26,RT2,23,36,13
17558,2022-05-26,RT2,25,50,25
16562,2022-05-26,RT2,20,43,23
16561,2022-05-26,RT2,17,24,7
16558,2022-05-26,RT2,15,22,7
19560,2022-05-26,RT2,23,38,15
16563,2022-05-26,RT2,22,38,16
16559,2022-05-26,RT2,26,41,15
19559,2022-05-26,RT2,21,41,20
19558,2022-05-26,RT2,15,39,24
17559,2022-05-26,RT2,23,39,16
16560,2022-05-26,RT2,17,34,17
18562,2022-05-26,RT2,19,34,15
18559,2022-05-26,RT2,17,44,27
17563,2022-05-26,RT2,26,44,18
17562,2022-05-26,RT2,11,30,19
18558,2022-05-26,RT2,15,30,15
17564,2022-05-26,RT2,17,40,23
18561,2022-05-26,RT2,23,40,17
18560,2022-05-26,RT2,27,40,13
17560,2022-05-26,RT2,21,45,24
19561,2022-05-26,RT2,23,45,22
19563,2022-05-26,RT2,22,45,23
19563,2022-05-26,RT3,13,29,16
19562,2022-05-26,RT3,20,29,9
19561,2022-05-26,RT3,15,29,14
18562,2022-05-26,RT3,19,29,10
17558,2022-05-26,RT3,14,27,13
17562,2022-05-26,RT3,13,27,14
19559,2022-05-26,RT3,15,27,12
16559,2022-05-26,RT3,23,32,9
16558,2022-05-26,RT3,5,8,3
18560,2022-05-26,RT3,15,24,9
16563,2022-05-26,RT3,13,20,7
16561,2022-05-26,RT3,14,21,7
18561,2022-05-26,RT3,14,25,11
16562,2022-05-26,RT3,9,18,9
16560,2022-05-26,RT3,10,20,10
17563,2022-05-26,RT3,10,16,6
19558,2022-05-26,RT3,10,21,11
17564,2022-05-26,RT3,10,24,14
17559,2022-05-26,RT3,12,16,4
17560,2022-05-26,RT3,12,25,13
17561,2022-05-26,RT3,12,19,7
18558,2022-05-26,RT3,12,26,14
18563,2022-05-26,RT3,12,23,11
19560,2022-05-26,RT3,12,19,7
18559,2022-05-26,RT3,11,23,12
17562,2022-05-26,RT4,2,6,4
19559,2022-05-26,RT4,2,3,1
16558,2022-05-26,RT4,2,3,1
16560,2022-05-26,RT4,4,7,3
19561,2022-05-26,RT4,4,7,3
18561,2022-05-26,RT4,5,9,4
16561,2022-05-26,RT4,6,10,4
17560,2022-05-26,RT4,6,13,7
17564,2022-05-26,RT4,6,17,11
18560,2022-05-26,RT4,8,15,7
19560,2022-05-26,RT4,10,16,6
18559,2022-05-26,RT4,8,19,11
17563,2022-05-26,RT4,12,19,7
19562,2022-05-26,RT4,8,14,6
17559,2022-05-26,RT4,9,14,5
18558,2022-05-26,RT4,10,20,10
18562,2022-05-26,RT4,13,20,7
18563,2022-05-26,RT4,9,18,9
16563,2022-05-26,RT4,11,18,7
16559,2022-05-26,RT4,12,18,6
16562,2022-05-26,RT4,3,6,3
17558,2022-05-26,RT4,3,6,3
19563,2022-05-26,RT4,3,6,3
19558,2022-05-26,RT4,3,7,4
17561,2022-05-26,RT4,3,4,1
19563,2022-05-27,RT3,14,29,15
18560,2022-05-27,RT1,19,30,11
19562,2022-05-27,RT1,17,30,13
19563,2022-05-27,RT1,16,30,14
17558,2022-05-27,RT1,10,19,9
16558,2022-05-27,RT1,12,19,7
17560,2022-05-27,RT1,18,40,22
19558,2022-05-27,RT1,19,40,21
19560,2022-05-27,RT1,18,26,8
17561,2022-05-27,RT1,16,26,10
16560,2022-05-27,RT1,19,34,15
16561,2022-05-27,RT1,10,18,8
16562,2022-05-27,RT1,15,31,16
16563,2022-05-27,RT1,23,41,18
17559,2022-05-27,RT1,19,32,13
17562,2022-05-27,RT1,9,20,11
17563,2022-05-27,RT1,15,25,10
18558,2022-05-27,RT1,8,15,7
18559,2022-05-27,RT1,18,42,24
18561,2022-05-27,RT1,20,33,13
18562,2022-05-27,RT1,21,38,17
18563,2022-05-27,RT1,13,27,14
19559,2022-05-27,RT1,13,24,11
19561,2022-05-27,RT1,18,36,18
17564,2022-05-27,RT1,6,16,10
19562,2022-05-27,RT2,14,23,9
18563,2022-05-27,RT2,15,29,14
17561,2022-05-27,RT2,19,36,17
17558,2022-05-27,RT2,26,50,24
16562,2022-05-27,RT2,19,43,24
16561,2022-05-27,RT2,13,24,11
16558,2022-05-27,RT2,13,22,9
19560,2022-05-27,RT2,24,38,14
16563,2022-05-27,RT2,26,38,12
16559,2022-05-27,RT2,28,41,13
19559,2022-05-27,RT2,18,41,23
19558,2022-05-27,RT2,16,39,23
17559,2022-05-27,RT2,26,39,13
16560,2022-05-27,RT2,18,34,16
18562,2022-05-27,RT2,22,34,12
18559,2022-05-27,RT2,17,44,27
17563,2022-05-27,RT2,31,44,13
17562,2022-05-27,RT2,13,30,17
18558,2022-05-27,RT2,14,30,16
17564,2022-05-27,RT2,19,40,21
18561,2022-05-27,RT2,27,40,13
18560,2022-05-27,RT2,28,40,12
17560,2022-05-27,RT2,25,45,20
19561,2022-05-27,RT2,24,45,21
19563,2022-05-27,RT2,21,45,24
16559,2022-05-27,RT1,18,30,12
19562,2022-05-27,RT3,16,29,13
19561,2022-05-27,RT3,16,29,13
18562,2022-05-27,RT3,20,29,9
17558,2022-05-27,RT3,14,27,13
17562,2022-05-27,RT3,11,27,16
19559,2022-05-27,RT3,15,27,12
16559,2022-05-27,RT3,22,32,10
16558,2022-05-27,RT3,5,8,3
18560,2022-05-27,RT3,16,24,8
16563,2022-05-27,RT3,13,20,7
17560,2022-05-27,RT3,13,25,12
18561,2022-05-27,RT3,13,25,12
16562,2022-05-27,RT3,9,18,9
17564,2022-05-27,RT3,9,24,15
17563,2022-05-27,RT3,10,16,6
18559,2022-05-27,RT3,10,23,13
19558,2022-05-27,RT3,10,21,11
17559,2022-05-27,RT3,12,16,4
17561,2022-05-27,RT3,12,19,7
18558,2022-05-27,RT3,12,26,14
18563,2022-05-27,RT3,12,23,11
19560,2022-05-27,RT3,12,19,7
16560,2022-05-27,RT3,11,20,9
16561,2022-05-27,RT3,11,21,10
19559,2022-05-27,RT4,2,3,1
16558,2022-05-27,RT4,2,3,1
16560,2022-05-27,RT4,4,7,3
17560,2022-05-27,RT4,5,13,8
16561,2022-05-27,RT4,6,10,4
18561,2022-05-27,RT4,6,9,3
17564,2022-05-27,RT4,7,17,10
18560,2022-05-27,RT4,10,15,5
19560,2022-05-27,RT4,9,16,7
18559,2022-05-27,RT4,7,19,12
17563,2022-05-27,RT4,12,19,7
19562,2022-05-27,RT4,9,14,5
17559,2022-05-27,RT4,9,14,5
18558,2022-05-27,RT4,11,20,9
18562,2022-05-27,RT4,10,20,10
18563,2022-05-27,RT4,10,18,8
16563,2022-05-27,RT4,12,18,6
16559,2022-05-27,RT4,11,18,7
16562,2022-05-27,RT4,3,6,3
17558,2022-05-27,RT4,3,6,3
17562,2022-05-27,RT4,3,6,3
19563,2022-05-27,RT4,3,6,3
19558,2022-05-27,RT4,3,7,4
19561,2022-05-27,RT4,3,7,4
17561,2022-05-27,RT4,3,4,1
16559,2022-05-28,RT1,26,30,4
18560,2022-05-28,RT1,24,30,6
19562,2022-05-28,RT1,26,30,4
19563,2022-05-28,RT1,22,30,8
17558,2022-05-28,RT1,15,19,4
16558,2022-05-28,RT1,17,19,2
17560,2022-05-28,RT1,29,40,11
19558,2022-05-28,RT1,25,40,15
19560,2022-05-28,RT1,24,26,2
17561,2022-05-28,RT1,24,26,2
16560,2022-05-28,RT1,24,34,10
16561,2022-05-28,RT1,16,18,2
16562,2022-05-28,RT1,23,31,8
16563,2022-05-28,RT1,39,41,2
17559,2022-05-28,RT1,27,32,5
17562,2022-05-28,RT1,13,20,7
17563,2022-05-28,RT1,25,25,0
18558,2022-05-28,RT1,12,15,3
18559,2022-05-28,RT1,24,42,18
18561,2022-05-28,RT1,31,33,2
18562,2022-05-28,RT1,32,38,6
18563,2022-05-28,RT1,19,27,8
19559,2022-05-28,RT1,18,24,6
19561,2022-05-28,RT1,26,36,10
17564,2022-05-28,RT1,9,16,7
19562,2022-05-28,RT2,23,23,0
18563,2022-05-28,RT2,20,29,9
17561,2022-05-28,RT2,32,36,4
17558,2022-05-28,RT2,36,50,14
16562,2022-05-28,RT2,33,43,10
16561,2022-05-28,RT2,23,24,1
16558,2022-05-28,RT2,19,22,3
19560,2022-05-28,RT2,33,38,5
16563,2022-05-28,RT2,31,38,7
16559,2022-05-28,RT2,36,41,5
19559,2022-05-28,RT2,30,41,11
19558,2022-05-28,RT2,25,39,14
17559,2022-05-28,RT2,38,39,1
16560,2022-05-28,RT2,27,34,7
18562,2022-05-28,RT2,31,34,3
18559,2022-05-28,RT2,27,44,17
17563,2022-05-28,RT2,40,44,4
17562,2022-05-28,RT2,17,30,13
18558,2022-05-28,RT2,23,30,7
17564,2022-05-28,RT2,24,40,16
18561,2022-05-28,RT2,34,40,6
18560,2022-05-28,RT2,33,40,7
17560,2022-05-28,RT2,34,45,11
19561,2022-05-28,RT2,31,45,14
19563,2022-05-28,RT2,35,45,10
19563,2022-05-28,RT3,22,29,7
19562,2022-05-28,RT3,26,29,3
19561,2022-05-28,RT3,20,29,9
18562,2022-05-28,RT3,27,29,2
17558,2022-05-28,RT3,22,27,5
17562,2022-05-28,RT3,18,27,9
19559,2022-05-28,RT3,19,27,8
16559,2022-05-28,RT3,31,32,1
17560,2022-05-28,RT3,18,25,7
18561,2022-05-28,RT3,24,25,1
16561,2022-05-28,RT3,20,21,1
16563,2022-05-28,RT3,17,20,3
17561,2022-05-28,RT3,17,19,2
18558,2022-05-28,RT3,19,26,7
18560,2022-05-28,RT3,24,24,0
18563,2022-05-28,RT3,16,23,7
19560,2022-05-28,RT3,17,19,2
17563,2022-05-28,RT3,15,16,1
17564,2022-05-28,RT3,15,24,9
16558,2022-05-28,RT3,8,8,0
18559,2022-05-28,RT3,13,23,10
19558,2022-05-28,RT3,13,21,8
16560,2022-05-28,RT3,14,20,6
16562,2022-05-28,RT3,14,18,4
17559,2022-05-28,RT3,14,16,2
19559,2022-05-28,RT4,2,3,1
17561,2022-05-28,RT4,4,4,0
16560,2022-05-28,RT4,5,7,2
16562,2022-05-28,RT4,5,6,1
17558,2022-05-28,RT4,5,6,1
19558,2022-05-28,RT4,5,7,2
19561,2022-05-28,RT4,5,7,2
19563,2022-05-28,RT4,5,6,1
16561,2022-05-28,RT4,9,10,1
17560,2022-05-28,RT4,9,13,4
18561,2022-05-28,RT4,9,9,0
17564,2022-05-28,RT4,10,17,7
18560,2022-05-28,RT4,13,15,2
19560,2022-05-28,RT4,15,16,1
18559,2022-05-28,RT4,12,19,7
17563,2022-05-28,RT4,17,19,2
19562,2022-05-28,RT4,14,14,0
17559,2022-05-28,RT4,13,14,1
18558,2022-05-28,RT4,13,20,7
18562,2022-05-28,RT4,19,20,1
18563,2022-05-28,RT4,13,18,5
16563,2022-05-28,RT4,16,18,2
16559,2022-05-28,RT4,18,18,0
17562,2022-05-28,RT4,3,6,3
16558,2022-05-28,RT4,3,3,0
16559,2022-05-29,RT1,23,30,7
18560,2022-05-29,RT1,25,30,5
19562,2022-05-29,RT1,22,30,8
19563,2022-05-29,RT1,19,30,11
17558,2022-05-29,RT1,12,19,7
16558,2022-05-29,RT1,14,19,5
17560,2022-05-29,RT1,22,40,18
19558,2022-05-29,RT1,19,40,21
19560,2022-05-29,RT1,22,26,4
17561,2022-05-29,RT1,19,26,7
16560,2022-05-29,RT1,20,34,14
16561,2022-05-29,RT1,11,18,7
16562,2022-05-29,RT1,17,31,14
16563,2022-05-29,RT1,34,41,7
17559,2022-05-29,RT1,22,32,10
17562,2022-05-29,RT1,9,20,11
17563,2022-05-29,RT1,17,25,8
18558,2022-05-29,RT1,8,15,7
18559,2022-05-29,RT1,20,42,22
18561,2022-05-29,RT1,26,33,7
18562,2022-05-29,RT1,32,38,6
18563,2022-05-29,RT1,17,27,10
19559,2022-05-29,RT1,15,24,9
19561,2022-05-29,RT1,23,36,13
17564,2022-05-29,RT1,8,16,8
19562,2022-05-29,RT2,19,23,4
18563,2022-05-29,RT2,16,29,13
17561,2022-05-29,RT2,27,36,9
17558,2022-05-29,RT2,34,50,16
16562,2022-05-29,RT2,25,43,18
16561,2022-05-29,RT2,19,24,5
16558,2022-05-29,RT2,16,22,6
19560,2022-05-29,RT2,31,38,7
16563,2022-05-29,RT2,27,38,11
16559,2022-05-29,RT2,31,41,10
19559,2022-05-29,RT2,28,41,13
19558,2022-05-29,RT2,19,39,20
17559,2022-05-29,RT2,33,39,6
16560,2022-05-29,RT2,19,34,15
18562,2022-05-29,RT2,28,34,6
18559,2022-05-29,RT2,25,44,19
17563,2022-05-29,RT2,30,44,14
17562,2022-05-29,RT2,14,30,16
18558,2022-05-29,RT2,20,30,10
17564,2022-05-29,RT2,21,40,19
18561,2022-05-29,RT2,27,40,13
18560,2022-05-29,RT2,30,40,10
17560,2022-05-29,RT2,27,45,18
19561,2022-05-29,RT2,29,45,16
19563,2022-05-29,RT2,27,45,18
19563,2022-05-29,RT3,19,29,10
19562,2022-05-29,RT3,20,29,9
19561,2022-05-29,RT3,16,29,13
18562,2022-05-29,RT3,24,29,5
17558,2022-05-29,RT3,17,27,10
17562,2022-05-29,RT3,13,27,14
19559,2022-05-29,RT3,18,27,9
16559,2022-05-29,RT3,27,32,5
16558,2022-05-29,RT3,7,8,1
17560,2022-05-29,RT3,17,25,8
18561,2022-05-29,RT3,20,25,5
16561,2022-05-29,RT3,17,21,4
18558,2022-05-29,RT3,17,26,9
18560,2022-05-29,RT3,18,24,6
19560,2022-05-29,RT3,15,19,4
17563,2022-05-29,RT3,13,16,3
17564,2022-05-29,RT3,13,24,11
16563,2022-05-29,RT3,14,20,6
17561,2022-05-29,RT3,14,19,5
18563,2022-05-29,RT3,14,23,9
16560,2022-05-29,RT3,11,20,9
16562,2022-05-29,RT3,11,18,7
17559,2022-05-29,RT3,11,16,5
18559,2022-05-29,RT3,11,23,12
19558,2022-05-29,RT3,11,21,10
17562,2022-05-29,RT4,2,6,4
19559,2022-05-29,RT4,2,3,1
17558,2022-05-29,RT4,4,6,2
16560,2022-05-29,RT4,4,7,3
19558,2022-05-29,RT4,4,7,3
19561,2022-05-29,RT4,4,7,3
16561,2022-05-29,RT4,8,10,2
17560,2022-05-29,RT4,8,13,5
18561,2022-05-29,RT4,7,9,2
17564,2022-05-29,RT4,7,17,10
18560,2022-05-29,RT4,12,15,3
19560,2022-05-29,RT4,10,16,6
18559,2022-05-29,RT4,9,19,10
17563,2022-05-29,RT4,13,19,6
19562,2022-05-29,RT4,9,14,5
17559,2022-05-29,RT4,11,14,3
18558,2022-05-29,RT4,11,20,9
18562,2022-05-29,RT4,15,20,5
18563,2022-05-29,RT4,11,18,7
16563,2022-05-29,RT4,12,18,6
16559,2022-05-29,RT4,15,18,3
16562,2022-05-29,RT4,3,6,3
19563,2022-05-29,RT4,3,6,3
17561,2022-05-29,RT4,3,4,1
16558,2022-05-29,RT4,3,3,0
19563,2022-05-30,RT3,12,29,17
18560,2022-05-30,RT1,15,30,15
19562,2022-05-30,RT1,17,30,13
19563,2022-05-30,RT1,13,30,17
17558,2022-05-30,RT1,8,19,11
16558,2022-05-30,RT1,10,19,9
17560,2022-05-30,RT1,15,40,25
19558,2022-05-30,RT1,17,40,23
19560,2022-05-30,RT1,14,26,12
17561,2022-05-30,RT1,14,26,12
16560,2022-05-30,RT1,15,34,19
16561,2022-05-30,RT1,9,18,9
16562,2022-05-30,RT1,12,31,19
16563,2022-05-30,RT1,20,41,21
17559,2022-05-30,RT1,18,32,14
17562,2022-05-30,RT1,10,20,10
17563,2022-05-30,RT1,11,25,14
18558,2022-05-30,RT1,7,15,8
18559,2022-05-30,RT1,16,42,26
18561,2022-05-30,RT1,17,33,16
18562,2022-05-30,RT1,20,38,18
18563,2022-05-30,RT1,11,27,16
19559,2022-05-30,RT1,10,24,14
19561,2022-05-30,RT1,14,36,22
17564,2022-05-30,RT1,7,16,9
19562,2022-05-30,RT2,12,23,11
18563,2022-05-30,RT2,14,29,15
17561,2022-05-30,RT2,22,36,14
17558,2022-05-30,RT2,23,50,27
16562,2022-05-30,RT2,16,43,27
16561,2022-05-30,RT2,13,24,11
16558,2022-05-30,RT2,11,22,11
19560,2022-05-30,RT2,19,38,19
16563,2022-05-30,RT2,20,38,18
16559,2022-05-30,RT2,24,41,17
19559,2022-05-30,RT2,22,41,19
19558,2022-05-30,RT2,13,39,26
17559,2022-05-30,RT2,21,39,18
16560,2022-05-30,RT2,12,34,22
18562,2022-05-30,RT2,17,34,17
18559,2022-05-30,RT2,18,44,26
17563,2022-05-30,RT2,20,44,24
17562,2022-05-30,RT2,9,30,21
18558,2022-05-30,RT2,12,30,18
17564,2022-05-30,RT2,13,40,27
18561,2022-05-30,RT2,19,40,21
18560,2022-05-30,RT2,22,40,18
17560,2022-05-30,RT2,19,45,26
19561,2022-05-30,RT2,16,45,29
19563,2022-05-30,RT2,18,45,27
16559,2022-05-30,RT1,14,30,16
19562,2022-05-30,RT3,13,29,16
19561,2022-05-30,RT3,12,29,17
18562,2022-05-30,RT3,14,29,15
17558,2022-05-30,RT3,10,27,17
17562,2022-05-30,RT3,9,27,18
19559,2022-05-30,RT3,10,27,17
16559,2022-05-30,RT3,17,32,15
16558,2022-05-30,RT3,4,8,4
18559,2022-05-30,RT3,7,23,16
16560,2022-05-30,RT3,8,20,12
16562,2022-05-30,RT3,8,18,10
17559,2022-05-30,RT3,8,16,8
17563,2022-05-30,RT3,8,16,8
19558,2022-05-30,RT3,8,21,13
17564,2022-05-30,RT3,8,24,16
18558,2022-05-30,RT3,13,26,13
18561,2022-05-30,RT3,13,25,12
19560,2022-05-30,RT3,9,19,10
16563,2022-05-30,RT3,10,20,10
17560,2022-05-30,RT3,12,25,13
16561,2022-05-30,RT3,11,21,10
